	model	mparms	trsamples	bsize	lr	gamma	maxepochs	avgtestloss
958	Linear2	(10,)	600	20	1.0	0.7	100	2.7020979759262432e-11
959	Linear2	(10,)	600	20	1.0	0.7	250	2.7020979759262432e-11
960	Linear2	(10,)	600	50	0.5	0.3	10	5.4452480025002355e-12
961	Linear2	(10,)	600	50	0.5	0.3	100	5.4452480025002355e-12
962	Linear2	(10,)	600	50	0.5	0.3	250	5.4452480025002355e-12
963	Linear2	(10,)	600	50	0.5	0.7	10	2.860925342115794e-13
964	Linear2	(10,)	600	50	0.5	0.7	100	2.860925342115794e-13
965	Linear2	(10,)	600	50	0.5	0.7	250	2.860925342115794e-13
966	Linear2	(10,)	600	50	1.0	0.3	10	2.3198730616513786e-08
967	Linear2	(10,)	600	50	1.0	0.3	100	2.3198730616513786e-08
968	Linear2	(10,)	600	50	1.0	0.3	250	2.3198730616513786e-08
969	Linear2	(10,)	600	50	1.0	0.7	10	3.146620670690936e-09
970	Linear2	(10,)	600	50	1.0	0.7	100	2.5375718237796717e-09
971	Linear2	(10,)	600	50	1.0	0.7	250	2.5375718237796717e-09
972	Linear2	(10,)	6000	10	0.5	0.3	10	2.5352551323218602e-14
973	Linear2	(10,)	6000	10	0.5	0.3	100	2.5352551323218602e-14
974	Linear2	(10,)	6000	10	0.5	0.3	250	2.5352551323218602e-14
975	Linear2	(10,)	6000	10	0.5	0.7	10	1.8313711651503622e-15
976	Linear2	(10,)	6000	10	0.5	0.7	100	1.8313711651503622e-15
977	Linear2	(10,)	6000	10	0.5	0.7	250	1.8313711651503622e-15
978	Linear2	(10,)	6000	10	1.0	0.3	10	3.286508174301815e-15
979	Linear2	(10,)	6000	10	1.0	0.3	100	3.286508174301815e-15
980	Linear2	(10,)	6000	10	1.0	0.3	250	3.286508174301815e-15
981	Linear2	(10,)	6000	10	1.0	0.7	10	1.9354901351167118e-15
982	Linear2	(10,)	6000	10	1.0	0.7	100	1.9354901351167118e-15
983	Linear2	(10,)	6000	10	1.0	0.7	250	1.9354901351167118e-15
984	Linear2	(10,)	6000	20	0.5	0.3	10	1.8509046935909474e-15
985	Linear2	(10,)	6000	20	0.5	0.3	100	1.8509046935909474e-15
986	Linear2	(10,)	6000	20	0.5	0.3	250	1.8509046935909474e-15
987	Linear2	(10,)	6000	20	0.5	0.7	10	1.4841765071441342e-15
988	Linear2	(10,)	6000	20	0.5	0.7	100	1.4841765071441342e-15
989	Linear2	(10,)	6000	20	0.5	0.7	250	1.4841765071441342e-15
990	Linear2	(10,)	6000	20	1.0	0.3	10	1.5325585147728943e-14
991	Linear2	(10,)	6000	20	1.0	0.3	100	1.5325585147728943e-14
992	Linear2	(10,)	6000	20	1.0	0.3	250	1.5325585147728943e-14
993	Linear2	(10,)	6000	20	1.0	0.7	10	2.9278054149660654e-15
994	Linear2	(10,)	6000	20	1.0	0.7	100	2.9278054149660654e-15
995	Linear2	(10,)	6000	20	1.0	0.7	250	2.9278054149660654e-15
996	Linear2	(10,)	6000	50	0.5	0.3	10	2.8708787259902784e-15
997	Linear2	(10,)	6000	50	0.5	0.3	100	2.8708787259902784e-15
998	Linear2	(10,)	6000	50	0.5	0.3	250	2.8708787259902784e-15
999	Linear2	(10,)	6000	50	0.5	0.7	10	2.797513583903833e-15
1000	Linear2	(10,)	6000	50	0.5	0.7	100	2.797513583903833e-15
1001	Linear2	(10,)	6000	50	0.5	0.7	250	2.797513583903833e-15
1002	Linear2	(10,)	6000	50	1.0	0.3	10	1.2827287926286957e-11
1003	Linear2	(10,)	6000	50	1.0	0.3	100	1.2827287926286957e-11
1004	Linear2	(10,)	6000	50	1.0	0.3	250	1.2827287926286957e-11
1005	Linear2	(10,)	6000	50	1.0	0.7	10	1.1494420270197896e-14
1006	Linear2	(10,)	6000	50	1.0	0.7	100	1.1494420270197896e-14
1007	Linear2	(10,)	6000	50	1.0	0.7	250	1.1494420270197896e-14
1008	Linear2_Dropout	(0.1, 5)	600	10	0.5	0.3	10	0.2644283729791641
1009	Linear2_Dropout	(0.1, 5)	600	10	0.5	0.3	100	0.2644237685203552
1010	Linear2_Dropout	(0.1, 5)	600	10	0.5	0.3	250	0.2644237685203552
1011	Linear2_Dropout	(0.1, 5)	600	10	0.5	0.7	10	0.06753698199987411
1012	Linear2_Dropout	(0.1, 5)	600	10	0.5	0.7	100	0.06600121974945068
1013	Linear2_Dropout	(0.1, 5)	600	10	0.5	0.7	250	0.06600121974945068
1014	Linear2_Dropout	(0.1, 5)	600	10	1.0	0.3	10	0.027315645217895507
1015	Linear2_Dropout	(0.1, 5)	600	10	1.0	0.3	100	0.027315538376569748
1016	Linear2_Dropout	(0.1, 5)	600	10	1.0	0.3	250	0.027315538376569748
1017	Linear2_Dropout	(0.1, 5)	600	10	1.0	0.7	10	0.0187346750870347
1018	Linear2_Dropout	(0.1, 5)	600	10	1.0	0.7	100	0.018860131911933423
1019	Linear2_Dropout	(0.1, 5)	600	10	1.0	0.7	250	0.018860131911933423
1020	Linear2_Dropout	(0.1, 5)	600	20	0.5	0.3	10	0.019784074425697327
1021	Linear2_Dropout	(0.1, 5)	600	20	0.5	0.3	100	0.019784079492092134
1022	Linear2_Dropout	(0.1, 5)	600	20	0.5	0.3	250	0.019784079492092134
1023	Linear2_Dropout	(0.1, 5)	600	20	0.5	0.7	10	0.019697056114673615
1024	Linear2_Dropout	(0.1, 5)	600	20	0.5	0.7	100	0.019688663333654405
1025	Linear2_Dropout	(0.1, 5)	600	20	0.5	0.7	250	0.019688663333654405
1026	Linear2_Dropout	(0.1, 5)	600	20	1.0	0.3	10	0.020385772287845612
1027	Linear2_Dropout	(0.1, 5)	600	20	1.0	0.3	100	0.020385775864124298
1028	Linear2_Dropout	(0.1, 5)	600	20	1.0	0.3	250	0.020385775864124298
1029	Linear2_Dropout	(0.1, 5)	600	20	1.0	0.7	10	0.01903321102261543
1030	Linear2_Dropout	(0.1, 5)	600	20	1.0	0.7	100	0.019196894019842148
1031	Linear2_Dropout	(0.1, 5)	600	20	1.0	0.7	250	0.019196894019842148
1032	Linear2_Dropout	(0.1, 5)	600	50	0.5	0.3	10	0.0195030403137207
1033	Linear2_Dropout	(0.1, 5)	600	50	0.5	0.3	100	0.019503041207790374
1034	Linear2_Dropout	(0.1, 5)	600	50	0.5	0.3	250	0.019503041207790374
1035	Linear2_Dropout	(0.1, 5)	600	50	0.5	0.7	10	0.019909473955631255
1036	Linear2_Dropout	(0.1, 5)	600	50	0.5	0.7	100	0.019917395114898682
1037	Linear2_Dropout	(0.1, 5)	600	50	0.5	0.7	250	0.019917395114898682
1038	Linear2_Dropout	(0.1, 5)	600	50	1.0	0.3	10	0.019781386852264403
1039	Linear2_Dropout	(0.1, 5)	600	50	1.0	0.3	100	0.01978137731552124
1040	Linear2_Dropout	(0.1, 5)	600	50	1.0	0.3	250	0.01978137731552124
1041	Linear2_Dropout	(0.1, 5)	600	50	1.0	0.7	10	0.01953722894191742
1042	Linear2_Dropout	(0.1, 5)	600	50	1.0	0.7	100	0.019637449383735656
1043	Linear2_Dropout	(0.1, 5)	600	50	1.0	0.7	250	0.019637449383735656
1044	Linear2_Dropout	(0.1, 5)	6000	10	0.5	0.3	10	0.019442312330007552
1045	Linear2_Dropout	(0.1, 5)	6000	10	0.5	0.3	100	0.019442311014980077
1046	Linear2_Dropout	(0.1, 5)	6000	10	0.5	0.3	250	0.019442311014980077
1047	Linear2_Dropout	(0.1, 5)	6000	10	0.5	0.7	10	0.018382027454674245
1048	Linear2_Dropout	(0.1, 5)	6000	10	0.5	0.7	100	0.018594901759177447
1049	Linear2_Dropout	(0.1, 5)	6000	10	0.5	0.7	250	0.018594901759177447
1050	Linear2_Dropout	(0.1, 5)	6000	10	1.0	0.3	10	0.01835961598530412
1051	Linear2_Dropout	(0.1, 5)	6000	10	1.0	0.3	100	0.018359701428562403
1052	Linear2_Dropout	(0.1, 5)	6000	10	1.0	0.3	250	0.018359701428562403
1053	Linear2_Dropout	(0.1, 5)	6000	10	1.0	0.7	10	0.018343462191522122
1054	Linear2_Dropout	(0.1, 5)	6000	10	1.0	0.7	100	0.018224711034446953
1055	Linear2_Dropout	(0.1, 5)	6000	10	1.0	0.7	250	0.018224711034446953
1056	Linear2_Dropout	(0.1, 5)	6000	20	0.5	0.3	10	0.01884636960923672
1057	Linear2_Dropout	(0.1, 5)	6000	20	0.5	0.3	100	0.018846358612179755
1058	Linear2_Dropout	(0.1, 5)	6000	20	0.5	0.3	250	0.018846358612179755
1059	Linear2_Dropout	(0.1, 5)	6000	20	0.5	0.7	10	0.01895542348921299
1060	Linear2_Dropout	(0.1, 5)	6000	20	0.5	0.7	100	0.018856136813759805
1061	Linear2_Dropout	(0.1, 5)	6000	20	0.5	0.7	250	0.018856136813759805
1062	Linear2_Dropout	(0.1, 5)	6000	20	1.0	0.3	10	0.018527662754058837
1063	Linear2_Dropout	(0.1, 5)	6000	20	1.0	0.3	100	0.018527767583727837
1064	Linear2_Dropout	(0.1, 5)	6000	20	1.0	0.3	250	0.018527767583727837
1065	Linear2_Dropout	(0.1, 5)	6000	20	1.0	0.7	10	0.018632099598646163
1066	Linear2_Dropout	(0.1, 5)	6000	20	1.0	0.7	100	0.018408851072192194
1067	Linear2_Dropout	(0.1, 5)	6000	20	1.0	0.7	250	0.018408851072192194
1068	Linear2_Dropout	(0.1, 5)	6000	50	0.5	0.3	10	0.019170540630817412
1069	Linear2_Dropout	(0.1, 5)	6000	50	0.5	0.3	100	0.019170527547597883
1070	Linear2_Dropout	(0.1, 5)	6000	50	0.5	0.3	250	0.019170527547597883
1071	Linear2_Dropout	(0.1, 5)	6000	50	0.5	0.7	10	0.0185867055952549
1072	Linear2_Dropout	(0.1, 5)	6000	50	0.5	0.7	100	0.018623002380132675
1073	Linear2_Dropout	(0.1, 5)	6000	50	0.5	0.7	250	0.018623002380132675
1074	Linear2_Dropout	(0.1, 5)	6000	50	1.0	0.3	10	0.018643372923135757
1075	Linear2_Dropout	(0.1, 5)	6000	50	1.0	0.3	100	0.018643405973911287
1076	Linear2_Dropout	(0.1, 5)	6000	50	1.0	0.3	250	0.018643405973911287
1077	Linear2_Dropout	(0.1, 5)	6000	50	1.0	0.7	10	0.0189315946996212
1078	Linear2_Dropout	(0.1, 5)	6000	50	1.0	0.7	100	0.018773161649703978
1079	Linear2_Dropout	(0.1, 5)	6000	50	1.0	0.7	250	0.018773161649703978
1080	Linear2_Dropout	(0.5, 5)	600	10	0.5	0.3	10	0.19376272857189178
1081	Linear2_Dropout	(0.5, 5)	600	10	0.5	0.3	100	0.1937626475095749
1082	Linear2_Dropout	(0.5, 5)	600	10	0.5	0.3	250	0.1937626475095749
1083	Linear2_Dropout	(0.5, 5)	600	10	0.5	0.7	10	0.14998762130737306
1084	Linear2_Dropout	(0.5, 5)	600	10	0.5	0.7	100	0.14973246157169343
1085	Linear2_Dropout	(0.5, 5)	600	10	0.5	0.7	250	0.14973246157169343
1086	Linear2_Dropout	(0.5, 5)	600	10	1.0	0.3	10	0.14418586909770967
1087	Linear2_Dropout	(0.5, 5)	600	10	1.0	0.3	100	0.14418591558933258
1088	Linear2_Dropout	(0.5, 5)	600	10	1.0	0.3	250	0.14418591558933258
1089	Linear2_Dropout	(0.5, 5)	600	10	1.0	0.7	10	0.13932794958353042
1090	Linear2_Dropout	(0.5, 5)	600	10	1.0	0.7	100	0.13918385922908783
1091	Linear2_Dropout	(0.5, 5)	600	10	1.0	0.7	250	0.13918385922908783
1092	Linear2_Dropout	(0.5, 5)	600	20	0.5	0.3	10	0.13847509503364563
1093	Linear2_Dropout	(0.5, 5)	600	20	0.5	0.3	100	0.13847508072853087
1094	Linear2_Dropout	(0.5, 5)	600	20	0.5	0.3	250	0.13847508072853087
1095	Linear2_Dropout	(0.5, 5)	600	20	0.5	0.7	10	0.13470154523849487
1096	Linear2_Dropout	(0.5, 5)	600	20	0.5	0.7	100	0.13469708919525147
1097	Linear2_Dropout	(0.5, 5)	600	20	0.5	0.7	250	0.13469708919525147
1098	Linear2_Dropout	(0.5, 5)	600	20	1.0	0.3	10	0.13354485869407653
1099	Linear2_Dropout	(0.5, 5)	600	20	1.0	0.3	100	0.13354483842849732
1100	Linear2_Dropout	(0.5, 5)	600	20	1.0	0.3	250	0.13354483842849732
1101	Linear2_Dropout	(0.5, 5)	600	20	1.0	0.7	10	0.13046056747436524
1102	Linear2_Dropout	(0.5, 5)	600	20	1.0	0.7	100	0.13033899426460266
1103	Linear2_Dropout	(0.5, 5)	600	20	1.0	0.7	250	0.13033899426460266
1104	Linear2_Dropout	(0.5, 5)	600	50	0.5	0.3	10	0.12994280338287353
1105	Linear2_Dropout	(0.5, 5)	600	50	0.5	0.3	100	0.12994280576705933
1106	Linear2_Dropout	(0.5, 5)	600	50	0.5	0.3	250	0.12994280576705933
1107	Linear2_Dropout	(0.5, 5)	600	50	0.5	0.7	10	0.13052886009216308
1108	Linear2_Dropout	(0.5, 5)	600	50	0.5	0.7	100	0.1305306839942932
1109	Linear2_Dropout	(0.5, 5)	600	50	0.5	0.7	250	0.1305306839942932
1110	Linear2_Dropout	(0.5, 5)	600	50	1.0	0.3	10	0.13009262800216675
1111	Linear2_Dropout	(0.5, 5)	600	50	1.0	0.3	100	0.13009262800216675
1112	Linear2_Dropout	(0.5, 5)	600	50	1.0	0.3	250	0.13009262800216675
1113	Linear2_Dropout	(0.5, 5)	600	50	1.0	0.7	10	0.12946215867996216
1114	Linear2_Dropout	(0.5, 5)	600	50	1.0	0.7	100	0.129398193359375
1115	Linear2_Dropout	(0.5, 5)	600	50	1.0	0.7	250	0.129398193359375
1116	Linear2_Dropout	(0.5, 5)	6000	10	0.5	0.3	10	0.1250813770890236
1117	Linear2_Dropout	(0.5, 5)	6000	10	0.5	0.3	100	0.1250813146531582
1118	Linear2_Dropout	(0.5, 5)	6000	10	0.5	0.3	250	0.1250813146531582
1119	Linear2_Dropout	(0.5, 5)	6000	10	0.5	0.7	10	0.12223022809624672
1120	Linear2_Dropout	(0.5, 5)	6000	10	0.5	0.7	100	0.12213958403468132
1121	Linear2_Dropout	(0.5, 5)	6000	10	0.5	0.7	250	0.12213958403468132
1122	Linear2_Dropout	(0.5, 5)	6000	10	1.0	0.3	10	0.1230142828822136
1123	Linear2_Dropout	(0.5, 5)	6000	10	1.0	0.3	100	0.12301419320702553
1124	Linear2_Dropout	(0.5, 5)	6000	10	1.0	0.3	250	0.12301419320702553
1125	Linear2_Dropout	(0.5, 5)	6000	10	1.0	0.7	10	0.12246343412995339
1126	Linear2_Dropout	(0.5, 5)	6000	10	1.0	0.7	100	0.12251357951760292
1127	Linear2_Dropout	(0.5, 5)	6000	10	1.0	0.7	250	0.12251357951760292
1128	Linear2_Dropout	(0.5, 5)	6000	20	0.5	0.3	10	0.12254807865619659
1129	Linear2_Dropout	(0.5, 5)	6000	20	0.5	0.3	100	0.1225480414032936
1130	Linear2_Dropout	(0.5, 5)	6000	20	0.5	0.3	250	0.1225480414032936
1131	Linear2_Dropout	(0.5, 5)	6000	20	0.5	0.7	10	0.1222550134062767
1132	Linear2_Dropout	(0.5, 5)	6000	20	0.5	0.7	100	0.12228014743328094
1133	Linear2_Dropout	(0.5, 5)	6000	20	0.5	0.7	250	0.12228014743328094
1134	Linear2_Dropout	(0.5, 5)	6000	20	1.0	0.3	10	0.12209066557884217
1135	Linear2_Dropout	(0.5, 5)	6000	20	1.0	0.3	100	0.12209067869186402
1136	Linear2_Dropout	(0.5, 5)	6000	20	1.0	0.3	250	0.12209067869186402
1137	Linear2_Dropout	(0.5, 5)	6000	20	1.0	0.7	10	0.12241615694761276
1138	Linear2_Dropout	(0.5, 5)	6000	20	1.0	0.7	100	0.122309914290905
1139	Linear2_Dropout	(0.5, 5)	6000	20	1.0	0.7	250	0.122309914290905
1140	Linear2_Dropout	(0.5, 5)	6000	50	0.5	0.3	10	0.12226220440864563
1141	Linear2_Dropout	(0.5, 5)	6000	50	0.5	0.3	100	0.12226220965385437
1142	Linear2_Dropout	(0.5, 5)	6000	50	0.5	0.3	250	0.12226220965385437
1143	Linear2_Dropout	(0.5, 5)	6000	50	0.5	0.7	10	0.12181498336791992
1144	Linear2_Dropout	(0.5, 5)	6000	50	0.5	0.7	100	0.12182427740097046
1145	Linear2_Dropout	(0.5, 5)	6000	50	0.5	0.7	250	0.12182427740097046
1146	Linear2_Dropout	(0.5, 5)	6000	50	1.0	0.3	10	0.12261864376068116
1147	Linear2_Dropout	(0.5, 5)	6000	50	1.0	0.3	100	0.12261858057975769
1148	Linear2_Dropout	(0.5, 5)	6000	50	1.0	0.3	250	0.12261858057975769
1149	Linear2_Dropout	(0.5, 5)	6000	50	1.0	0.7	10	0.12190080142021179
1150	Linear2_Dropout	(0.5, 5)	6000	50	1.0	0.7	100	0.12179046177864075
1151	Linear2_Dropout	(0.5, 5)	6000	50	1.0	0.7	250	0.12179046177864075
1152	Linear2_Dropout	(0.9, 5)	600	10	0.5	0.3	10	2.0777320957183836
1153	Linear2_Dropout	(0.9, 5)	600	10	0.5	0.3	100	2.077731237411499
1154	Linear2_Dropout	(0.9, 5)	600	10	0.5	0.3	250	2.077731237411499
1155	Linear2_Dropout	(0.9, 5)	600	10	0.5	0.7	10	1.0584446954727174
1156	Linear2_Dropout	(0.9, 5)	600	10	0.5	0.7	100	1.03772958278656
1157	Linear2_Dropout	(0.9, 5)	600	10	0.5	0.7	250	1.03772958278656
1158	Linear2_Dropout	(0.9, 5)	600	10	1.0	0.3	10	0.5568732023239136
1159	Linear2_Dropout	(0.9, 5)	600	10	1.0	0.3	100	0.5568719458580017
1160	Linear2_Dropout	(0.9, 5)	600	10	1.0	0.3	250	0.5568719458580017
1161	Linear2_Dropout	(0.9, 5)	600	10	1.0	0.7	10	0.21895381331443786
1162	Linear2_Dropout	(0.9, 5)	600	10	1.0	0.7	100	0.2170896929502487
1163	Linear2_Dropout	(0.9, 5)	600	10	1.0	0.7	250	0.2170896929502487
1164	Linear2_Dropout	(0.9, 5)	600	20	0.5	0.3	10	0.20108633279800414
1165	Linear2_Dropout	(0.9, 5)	600	20	0.5	0.3	100	0.201086323261261
1166	Linear2_Dropout	(0.9, 5)	600	20	0.5	0.3	250	0.201086323261261
1167	Linear2_Dropout	(0.9, 5)	600	20	0.5	0.7	10	0.18463460445404054
1168	Linear2_Dropout	(0.9, 5)	600	20	0.5	0.7	100	0.18437062501907348
1169	Linear2_Dropout	(0.9, 5)	600	20	0.5	0.7	250	0.18437062501907348
1170	Linear2_Dropout	(0.9, 5)	600	20	1.0	0.3	10	0.1726708495616913
1171	Linear2_Dropout	(0.9, 5)	600	20	1.0	0.3	100	0.17267082810401915
1172	Linear2_Dropout	(0.9, 5)	600	20	1.0	0.3	250	0.17267082810401915
1173	Linear2_Dropout	(0.9, 5)	600	20	1.0	0.7	10	0.1685794448852539
1174	Linear2_Dropout	(0.9, 5)	600	20	1.0	0.7	100	0.16850346565246582
1175	Linear2_Dropout	(0.9, 5)	600	20	1.0	0.7	250	0.16850346565246582
1176	Linear2_Dropout	(0.9, 5)	600	50	0.5	0.3	10	0.16872660160064698
1177	Linear2_Dropout	(0.9, 5)	600	50	0.5	0.3	100	0.1687265968322754
1178	Linear2_Dropout	(0.9, 5)	600	50	0.5	0.3	250	0.1687265968322754
1179	Linear2_Dropout	(0.9, 5)	600	50	0.5	0.7	10	0.16826794147491456
1180	Linear2_Dropout	(0.9, 5)	600	50	0.5	0.7	100	0.1682530450820923
1181	Linear2_Dropout	(0.9, 5)	600	50	0.5	0.7	250	0.1682530450820923
1182	Linear2_Dropout	(0.9, 5)	600	50	1.0	0.3	10	0.16803114175796507
1183	Linear2_Dropout	(0.9, 5)	600	50	1.0	0.3	100	0.16803114891052245
1184	Linear2_Dropout	(0.9, 5)	600	50	1.0	0.3	250	0.16803114891052245
1185	Linear2_Dropout	(0.9, 5)	600	50	1.0	0.7	10	0.16818875312805176
1186	Linear2_Dropout	(0.9, 5)	600	50	1.0	0.7	100	0.16816582202911376
1187	Linear2_Dropout	(0.9, 5)	600	50	1.0	0.7	250	0.16816582202911376
1188	Linear2_Dropout	(0.9, 5)	6000	10	0.5	0.3	10	0.1647772681117058
1189	Linear2_Dropout	(0.9, 5)	6000	10	0.5	0.3	100	0.16477726903557777
1190	Linear2_Dropout	(0.9, 5)	6000	10	0.5	0.3	250	0.16477726903557777
1191	Linear2_Dropout	(0.9, 5)	6000	10	0.5	0.7	10	0.16427237018942834
1192	Linear2_Dropout	(0.9, 5)	6000	10	0.5	0.7	100	0.16439312213659288
1193	Linear2_Dropout	(0.9, 5)	6000	10	0.5	0.7	250	0.16439312213659288
1194	Linear2_Dropout	(0.9, 5)	6000	10	1.0	0.3	10	0.16416766709089278
1195	Linear2_Dropout	(0.9, 5)	6000	10	1.0	0.3	100	0.16416765117645263
1196	Linear2_Dropout	(0.9, 5)	6000	10	1.0	0.3	250	0.16416765117645263
1197	Linear2_Dropout	(0.9, 5)	6000	10	1.0	0.7	10	0.16436015325784684
1198	Linear2_Dropout	(0.9, 5)	6000	10	1.0	0.7	100	0.16434675189852715
1199	Linear2_Dropout	(0.9, 5)	6000	10	1.0	0.7	250	0.16434675189852715
1200	Linear2_Dropout	(0.9, 5)	6000	20	0.5	0.3	10	0.1643563221693039
1201	Linear2_Dropout	(0.9, 5)	6000	20	0.5	0.3	100	0.1643563243150711
1202	Linear2_Dropout	(0.9, 5)	6000	20	0.5	0.3	250	0.1643563243150711
1203	Linear2_Dropout	(0.9, 5)	6000	20	0.5	0.7	10	0.1641356998682022
1204	Linear2_Dropout	(0.9, 5)	6000	20	0.5	0.7	100	0.1641381251811981
1205	Linear2_Dropout	(0.9, 5)	6000	20	0.5	0.7	250	0.1641381251811981
1206	Linear2_Dropout	(0.9, 5)	6000	20	1.0	0.3	10	0.16400809812545777
1207	Linear2_Dropout	(0.9, 5)	6000	20	1.0	0.3	100	0.16400810503959656
1208	Linear2_Dropout	(0.9, 5)	6000	20	1.0	0.3	250	0.16400810503959656
1209	Linear2_Dropout	(0.9, 5)	6000	20	1.0	0.7	10	0.16427976405620576
1210	Linear2_Dropout	(0.9, 5)	6000	20	1.0	0.7	100	0.16421629285812378
1211	Linear2_Dropout	(0.9, 5)	6000	20	1.0	0.7	250	0.16421629285812378
1212	Linear2_Dropout	(0.9, 5)	6000	50	0.5	0.3	10	0.16424964475631715
1213	Linear2_Dropout	(0.9, 5)	6000	50	0.5	0.3	100	0.16424963784217833
1214	Linear2_Dropout	(0.9, 5)	6000	50	0.5	0.3	250	0.16424963784217833
1215	Linear2_Dropout	(0.9, 5)	6000	50	0.5	0.7	10	0.16397564315795898
1216	Linear2_Dropout	(0.9, 5)	6000	50	0.5	0.7	100	0.16395727467536927
1217	Linear2_Dropout	(0.9, 5)	6000	50	0.5	0.7	250	0.16395727467536927
1218	Linear2_Dropout	(0.9, 5)	6000	50	1.0	0.3	10	0.16399031949043275
1219	Linear2_Dropout	(0.9, 5)	6000	50	1.0	0.3	100	0.16399031710624695
1220	Linear2_Dropout	(0.9, 5)	6000	50	1.0	0.3	250	0.16399031710624695
1221	Linear2_Dropout	(0.9, 5)	6000	50	1.0	0.7	10	0.16410472822189331
1222	Linear2_Dropout	(0.9, 5)	6000	50	1.0	0.7	100	0.1640605890750885
1223	Linear2_Dropout	(0.9, 5)	6000	50	1.0	0.7	250	0.1640605890750885
1224	Linear2_Dropout	(0.1, 10)	600	10	0.5	0.3	10	0.11999319672584534
1225	Linear2_Dropout	(0.1, 10)	600	10	0.5	0.3	100	0.11999246180057525
1226	Linear2_Dropout	(0.1, 10)	600	10	0.5	0.3	250	0.11999246180057525
1227	Linear2_Dropout	(0.1, 10)	600	10	0.5	0.7	10	0.03334609940648079
1228	Linear2_Dropout	(0.1, 10)	600	10	0.5	0.7	100	0.03276741564273834
1229	Linear2_Dropout	(0.1, 10)	600	10	0.5	0.7	250	0.03276741564273834
1230	Linear2_Dropout	(0.1, 10)	600	10	1.0	0.3	10	0.022607287615537642
1231	Linear2_Dropout	(0.1, 10)	600	10	1.0	0.3	100	0.02260723665356636
1232	Linear2_Dropout	(0.1, 10)	600	10	1.0	0.3	250	0.02260723665356636
1233	Linear2_Dropout	(0.1, 10)	600	10	1.0	0.7	10	0.019092169180512427
1234	Linear2_Dropout	(0.1, 10)	600	10	1.0	0.7	100	0.01943567633628845
1235	Linear2_Dropout	(0.1, 10)	600	10	1.0	0.7	250	0.01943567633628845
1236	Linear2_Dropout	(0.1, 10)	600	20	0.5	0.3	10	0.019858718067407608
1237	Linear2_Dropout	(0.1, 10)	600	20	0.5	0.3	100	0.01985872507095337
1238	Linear2_Dropout	(0.1, 10)	600	20	0.5	0.3	250	0.01985872507095337
1239	Linear2_Dropout	(0.1, 10)	600	20	0.5	0.7	10	0.020032649487257005
1240	Linear2_Dropout	(0.1, 10)	600	20	0.5	0.7	100	0.019983009696006776
1241	Linear2_Dropout	(0.1, 10)	600	20	0.5	0.7	250	0.019983009696006776
1242	Linear2_Dropout	(0.1, 10)	600	20	1.0	0.3	10	0.0172879034280777
1243	Linear2_Dropout	(0.1, 10)	600	20	1.0	0.3	100	0.01728791743516922
1244	Linear2_Dropout	(0.1, 10)	600	20	1.0	0.3	250	0.01728791743516922
1245	Linear2_Dropout	(0.1, 10)	600	20	1.0	0.7	10	0.02046523690223694
1246	Linear2_Dropout	(0.1, 10)	600	20	1.0	0.7	100	0.020326689630746842
1247	Linear2_Dropout	(0.1, 10)	600	20	1.0	0.7	250	0.020326689630746842
1248	Linear2_Dropout	(0.1, 10)	600	50	0.5	0.3	10	0.020287877321243285
1249	Linear2_Dropout	(0.1, 10)	600	50	0.5	0.3	100	0.020287879407405854
1250	Linear2_Dropout	(0.1, 10)	600	50	0.5	0.3	250	0.020287879407405854
1251	Linear2_Dropout	(0.1, 10)	600	50	0.5	0.7	10	0.01997829109430313
1252	Linear2_Dropout	(0.1, 10)	600	50	0.5	0.7	100	0.01999320149421692
1253	Linear2_Dropout	(0.1, 10)	600	50	0.5	0.7	250	0.01999320149421692
1254	Linear2_Dropout	(0.1, 10)	600	50	1.0	0.3	10	0.0209473317861557
1255	Linear2_Dropout	(0.1, 10)	600	50	1.0	0.3	100	0.020947349071502686
1256	Linear2_Dropout	(0.1, 10)	600	50	1.0	0.3	250	0.020947349071502686
1257	Linear2_Dropout	(0.1, 10)	600	50	1.0	0.7	10	0.019664467573165895
1258	Linear2_Dropout	(0.1, 10)	600	50	1.0	0.7	100	0.019654658734798432
1259	Linear2_Dropout	(0.1, 10)	600	50	1.0	0.7	250	0.019654658734798432
1260	Linear2_Dropout	(0.1, 10)	6000	10	0.5	0.3	10	0.017481485847383738
1261	Linear2_Dropout	(0.1, 10)	6000	10	0.5	0.3	100	0.017481512099504472
1262	Linear2_Dropout	(0.1, 10)	6000	10	0.5	0.3	250	0.017481512099504472
1263	Linear2_Dropout	(0.1, 10)	6000	10	0.5	0.7	10	0.017472971569746733
1264	Linear2_Dropout	(0.1, 10)	6000	10	0.5	0.7	100	0.01758562295138836
1265	Linear2_Dropout	(0.1, 10)	6000	10	0.5	0.7	250	0.01758562295138836
1266	Linear2_Dropout	(0.1, 10)	6000	10	1.0	0.3	10	0.017476725690066815
1267	Linear2_Dropout	(0.1, 10)	6000	10	1.0	0.3	100	0.01747699806839228
1268	Linear2_Dropout	(0.1, 10)	6000	10	1.0	0.3	250	0.01747699806839228
1269	Linear2_Dropout	(0.1, 10)	6000	10	1.0	0.7	10	0.0165484118796885
1270	Linear2_Dropout	(0.1, 10)	6000	10	1.0	0.7	100	0.016851493500173093
1271	Linear2_Dropout	(0.1, 10)	6000	10	1.0	0.7	250	0.016851493500173093
